"Staten Island Rolling Sales File.  All Sales From July 2015 - June 2016.",,,,,,,,,,,,,,,,,,,,
"Sales File as of 6/30/2016  Co-op Sales Files as of 7/2/2016",,,,,,,,,,,,,,,,,,,,
"Neighborhood Names and Descriptive Data as of 5/26/2016",,,,,,,,,,,,,,,,,,,,
"Building Class Category is based on Building Class at Time of Sale.",,,,,,,,,,,,,,,,,,,,
"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AT PRESENT","BLOCK","LOT","EASE-MENT","BUILDING CLASS AT PRESENT","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2985","1"," ","A5","105 COLTON STREET                        ","            ","10305","1","0","1","1449","1690","1988","1","A5","339900","04-22-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2985","62"," ","A5","409 MARYLAND AVENUE                      ","            ","10305","1","0","1","810","1060","1988","1","A5","345000","10-16-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2985","62"," ","A5","409 MARYLAND AVENUE                      ","            ","10305","1","0","1","810","1060","1988","1","A5","0","07-01-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2985","68"," ","A5","44 MARYLAND LANE                         ","            ","10305","1","0","1","470","1060","1988","1","A5","255000","03-21-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2986","3"," ","A5","450 MARYLAND AVENUE                      ","            ","10305","1","0","1","1615","1285","1990","1","A5","429000","01-14-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2986","3"," ","A5","450 MARYLAND AVENUE                      ","            ","10305","1","0","1","1615","1285","1990","1","A5","380000","10-13-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2986","4"," ","A5","448 MARYLAND AVENUE                      ","            ","10305","1","0","1","1605","1285","1988","1","A5","396000","09-29-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2988","40"," ","A1","286 ST MARYS AVENUE                      ","            ","10305","1","0","1","2500","1056","1901","1","A1","130000","12-04-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2989","26"," ","A1","100 BELL STREET                          ","            ","10305","1","0","1","2519","1400","2014","1","A1","430950","09-03-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2991","15"," ","A5","441 CLIFTON AVENUE                       ","            ","10305","1","0","1","2250","1330","1988","1","A5","0","09-24-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2991","17"," ","A5","445 CLIFTON AVENUE                       ","            ","10305","1","0","1","1500","1463","1988","1","A5","380000","12-04-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2991","51"," ","A5","316 VIRGINIA AVENUE                      ","            ","10305","1","0","1","2000","1300","1994","1","A5","397000","03-02-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2993","28"," ","A5","473 CLIFTON AVENUE                       ","            ","10305","1","0","1","2000","1354","1975","1","A5","330000","04-21-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2996","4"," ","A1","433 VIRGINIA AVENUE                      ","            ","10305","1","0","1","3838","1518","2004","1","A1","570000","01-05-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2996","79"," ","A5","18 TONE LANE                             ","            ","10305","1","0","1","960","1600","1991","1","A5","340000","12-14-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2996","80"," ","A5","16 TONE LANE                             ","            ","10305","1","0","1","1792","1600","1991","1","A5","385000","01-14-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2996","107"," ","A5","32 DONLEY AVENUE                         ","            ","10305","1","0","1","1248","1273","1991","1","A5","372500","01-08-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2997","7"," ","A2","428 VIRGINIA AVENUE                      ","            ","10305","1","0","1","4600","1050","1965","1","A2","350000","09-29-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2997","33"," ","A2","503 CLIFTON AVENUE                       ","            ","10305","1","0","1","4000","1050","1965","1","A2","0","09-22-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","2997","61"," ","A5","517 HYLAN BOULEVARD N                    ","            ","10305","1","0","1","2795","2184","1976","1","A5","423000","07-30-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3004","1"," ","A5","200 HOPE AVENUE                          ","            ","10305","1","0","1","1877","1660","1989","1","A5","438000","01-11-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3006","21"," ","A5","29 SCHUBERT STREET                       ","            ","10305","1","0","1","2500","2388","1997","1","A5","400000","10-29-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3006","23"," ","A5","25 SCHUBERT STREET                       ","            ","10305","1","0","1","1500","2388","1997","1","A5","380000","07-01-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3011","1"," ","A5","308 ST JOHNS AVENUE                      ","            ","10305","1","0","1","2600","1584","1978","1","A5","425000","01-14-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3023","50"," ","A5","12 NARROWS ROAD SOUTH                    ","            ","10305","1","0","1","3267","1250","1970","1","A5","435000","09-09-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3024","164"," ","A5","112 NARROWS ROAD SOUTH                   ","            ","10305","1","0","1","1090","1722","1997","1","A5","355000","08-19-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3037","57"," ","A2","7 LEGION PLACE                           ","            ","10305","1","0","1","7614","1118","1960","1","A2","0","12-04-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3069","12"," ","A1","33 HIGH STREET                           ","            ","10305","1","0","1","2320","1410","1899","1","A1","270000","08-07-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3069","47"," ","A1","28 FINGERBOARD ROAD                      ","            ","10305","1","0","1","3050","1676","1905","1","A1","1","07-16-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3069","68"," ","A0","1430 BAY STREET                          ","            ","10305","1","0","1","3742","1157","1945","1","A0","320000","11-06-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3070","7"," ","A5","29 LYMAN AVENUE                          ","            ","10305","1","0","1","1470","1396","1991","1","A5","0","03-08-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3071","131"," ","A5","32 JUDITH COURT                          ","            ","10305","1","0","1","1560","1540","2000","1","A5","0","08-07-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3071","136"," ","A5","22 JUDITH COURT                          ","            ","10305","1","0","1","1590","1540","2000","1","A5","415000","12-16-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3071","137"," ","A5","20 JUDITH COURT                          ","            ","10305","1","0","1","3220","1540","2000","1","A5","438000","10-16-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3072","69"," ","A1","28 LYMAN AVENUE                          ","            ","10305","1","0","1","6050","2232","1901","1","A1","0","03-12-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3072","103"," ","A9","33 SCHOOL ROAD                           ","            ","10305","1","0","1","3476","1520","1965","1","A9","420000","07-23-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3073","145"," ","A0","101 WADSWORTH AVENUE                     ","            ","10305","1","0","1","2500","1374","1945","1","A0","305000","03-22-16"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3073","154"," ","A1","123 WADSWORTH AVENUE                     ","            ","10305","1","0","1","2500","2160","2008","1","A1","620000","09-02-15"
"5","ROSEBANK                 ","01  ONE FAMILY DWELLINGS                    ","1","3075","62"," ","A5","11 FILLMORE PLACE                        ","            ","10305","1","0","1","3675","1780","1980","1","A5","400000","10-30-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2829","79"," ","B9","19 HYLAN BOULEVARD                       ","            ","10305","2","0","2","2500","2229","1899","1","B9","353000","05-06-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2844","64"," ","B2","76 LYNHURST AVENUE                       ","            ","10305","2","0","2","5850","2212","1901","1","B2","0","10-05-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2845","14"," ","B3","7 ORMOND PLACE                           ","            ","10305","2","0","2","2500","1784","1899","1","B3","445000","10-27-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2845","17"," ","B3","14 CHESTNUT AVENUE                       ","            ","10305","2","0","2","4526","1936","1915","1","B3","0","08-25-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2847","21"," ","B3","122 ST MARYS AVENUE                      ","            ","10305","2","0","2","6790","2180","1910","1","B3","340000","09-11-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2847","23"," ","B1","118 ST MARYS AVENUE                      ","            ","10305","2","0","2","6336","2640","1915","1","B1","395000","02-04-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2847","27"," ","B2","114 ST MARYS AVENUE                      ","            ","10305","2","0","2","4025","2313","1930","1","B2","290000","12-17-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2847","48"," ","B2","70 ST MARYS AVENUE                       ","            ","10305","2","0","2","3850","1000","1931","1","B2","310000","09-24-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2847","131"," ","B1","85 VIRGINIA AVENUE                       ","            ","10305","2","0","2","2336","1600","1960","1","B1","420000","10-29-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2847","150"," ","B3","133 VIRGINIA AVENUE                      ","            ","10305","2","0","2","5400","1368","1920","1","B3","250000","09-09-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2855","27"," ","B2","166-168 HYLAN BOULEVARD                  ","            ","10305","2","0","2","6050","3654","1945","1","B2","670000","12-09-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2858","1"," ","B2","241 ANDERSON STREET                      ","            ","10305","2","0","2","2400","2552","1910","1","B2","0","03-25-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2858","1"," ","B2","241 ANDERSON STREET                      ","            ","10305","2","0","2","2400","2552","1910","1","B2","459000","12-07-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2859","20"," ","B1","637 TOMPKINS AVENUE                      ","            ","10305","2","0","2","2500","2247","1920","1","B1","538000","12-23-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2859","118"," ","B9","294 WINGHAM STREET                       ","            ","10305","2","0","2","2465","1971","1999","1","B9","488000","10-19-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2859","130"," ","B2","79 ST JOHNS AVENUE                       ","            ","10305","2","0","2","4600","2658","1901","1","B2","0","07-15-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2860","28"," ","B2","42 ST JOHNS AVENUE                       ","            ","10305","2","0","2","3193","1120","1985","1","B2","460000","12-18-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2865","68"," ","B2","443 HOME AVENUE                          ","            ","10305","2","0","2","2500","1908","1920","1","B2","0","08-28-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2866","75"," ","B3","54 EGBERT PLACE                          ","            ","10305","2","0","2","8400","1240","1920","1","B3","10","10-27-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2967","21"," ","B1","201 ST MARYS AVENUE                      ","            ","10305","2","0","2","3900","1728","1945","1","B1","480000","01-13-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2967","122"," ","B3","440 TOMPKINS AVENUE                      ","            ","10305","2","0","2","2300","1400","1911","1","B3","0","02-06-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2972","9"," ","B3","175 VIRGINIA AVENUE                      ","            ","10305","2","0","2","2400","2300","1920","1","B3","0","03-30-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2972","61"," ","B3","182 ST MARYS AVENUE                      ","            ","10305","2","0","2","4825","1760","1910","1","B3","0","12-23-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2973","3"," ","B2","265A CLIFTON AVENUE                      ","            ","10305","2","0","2","2625","1690","2003","1","B2","530000","09-03-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2973","33"," ","B3","194 VIRGINIA AVENUE                      ","            ","10305","2","0","2","2500","2642","1910","1","B3","84000","08-07-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2974","39"," ","B3","236 ST MARYS AVENUE                      ","            ","10305","2","0","2","5000","1601","1925","1","B3","260000","01-07-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2976","1"," ","B2","268 CLIFTON AVENUE                       ","            ","10305","2","0","2","5750","2160","1920","1","B2","10","10-22-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2977","33"," ","B2","305 HYLAN BOULEVARD                      ","            ","10305","2","0","2","3400","2520","1997","1","B2","350000","10-28-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2977","40"," ","B9","47 FOX HILL TERRACE                      ","            ","10305","2","0","2","3125","2350","2002","1","B9","444600","03-18-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2983","16"," ","B2","348 MARYLAND AVENUE                      ","            ","10305","2","0","2","5800","1976","1955","1","B2","0","01-19-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2989","24"," ","B2","96 BELL STREET                           ","            ","10305","2","0","2","3325","2246","2014","1","B2","552909","09-30-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2996","10"," ","B2","23 ROCKWELL AVENUE                       ","            ","10305","2","0","2","4359","3700","2013","1","B2","560037","10-21-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2996","11"," ","B2","19 ROCKWELL AVENUE                       ","            ","10305","2","0","2","4360","3700","2013","1","B2","560037","11-05-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","2996","12"," ","B2","15 ROCKWELL AVENUE                       ","            ","10305","2","0","2","3300","2747","2013","1","B2","570220","09-28-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3003","77"," ","B2","181 FINGERBOARD ROAD                     ","            ","10305","2","0","2","3132","2158","1905","1","B2","0","08-25-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3006","12"," ","B1","10 WAGNER STREET                         ","            ","10305","2","0","2","4000","2496","1965","1","B1","0","01-07-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3012","7"," ","B2","320 ST JOHNS AVENUE                      ","            ","10305","2","0","2","3880","2350","1984","1","B2","122000","10-09-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3012","11"," ","B2","14 STRAUSS STREET                        ","            ","10305","2","0","2","4000","2326","1986","1","B2","0","04-12-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3012","11"," ","B2","14 STRAUSS STREET                        ","            ","10305","2","0","2","4000","2326","1986","1","B2","0","02-14-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3012","26"," ","B2","27 MENDELSOHN STREET                     ","            ","10305","2","0","2","4000","2350","1984","1","B2","0","04-27-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3069","69"," ","B3","1434 BAY STREET                          ","            ","10305","2","0","2","2500","2455","1915","1","B3","275000","10-23-15"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3070","20"," ","B2","49 LYMAN AVENUE                          ","            ","10305","2","0","2","2500","1428","1915","1","B2","415000","03-15-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3071","109"," ","B2","32-34 SUMMER STREET                      ","            ","10305","2","0","2","4000","2002","1899","1","B2","270000","03-28-16"
"5","ROSEBANK                 ","02  TWO FAMILY DWELLINGS                    ","1","3075","8"," ","B3","228 FINGERBOARD ROAD                     ","            ","10305","2","0","2","9975","2688","1901","1","B3","0","09-21-15"
"5","ROSEBANK                 ","03  THREE FAMILY DWELLINGS                  ","1","2859","99"," ","C0","305 WINGHAM STREET                       ","            ","10305","3","0","3","2500","1920","1901","1","C0","0","04-13-16"
"5","ROSEBANK                 ","03  THREE FAMILY DWELLINGS                  ","1","2860","68"," ","C0","33-37 BELAIR ROAD                        ","            ","10305","3","0","3","11940","4420","1880","1","C0","810000","10-22-15"
"5","ROSEBANK                 ","03  THREE FAMILY DWELLINGS                  ","1","2967","31"," ","C0","223 ST MARYS AVENUE                      ","            ","10305","3","0","3","3458","720","1899","1","C0","220000","05-13-16"
"5","ROSEBANK                 ","03  THREE FAMILY DWELLINGS                  ","1","2972","12"," ","C0","183 VIRGINIA AVENUE                      ","            ","10305","3","0","3","4550","2592","1910","1","C0","550000","01-15-16"
"5","ROSEBANK                 ","03  THREE FAMILY DWELLINGS                  ","1","3003","27"," ","C0","762 TOMPKINS AVENUE                      ","            ","10305","3","0","3","2196","2770","1985","1","C0","525000","05-05-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","2829","1056"," ","R3","49 HYLAN BOULEVARD                       ","II B        ","10305","1","0","1","0","0","1988","1","R3","0","11-30-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","2829","1057"," ","R3","49 HYLAN BOULEVARD                       ","I C         ","10305","1","0","1","0","0","1988","1","R3","390000","10-21-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","2855","1002"," ","R3","186 HYLAN BOULEVARD                      ","02B         ","10305","1","0","1","0","0","2009","1","R3","250000","02-25-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3005","1018"," ","R3","4 HILLRIDGE COURT                        ","            ","10305","1","0","1","0","0","1979","1","R3","310000","03-30-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3005","1049"," ","R3","25 HILLDALE COURT                        ","            ","10305","1","0","1","0","0","1979","1","R3","325000","01-08-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3005","1094"," ","R3","38 HILLBROOK COURT                       ","            ","10305","1","0","1","0","0","1979","1","R3","379000","02-25-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3005","1100"," ","R3","55 NORTH DRIVE                           ","            ","10305","1","0","1","0","0","1979","1","R3","0","04-04-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1007"," ","R3","80 NARROWS ROAD SOUTH                    ","            ","10305","1","0","1","0","0","1977","1","R3","304500","12-18-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1014"," ","R3","203 GRASMERE DRIVE                       ","            ","10305","1","0","1","0","0","1977","1","R3","0","10-26-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1068"," ","R3","266 GRASMERE DRIVE                       ","            ","10305","1","0","1","0","0","1977","1","R3","455000","10-28-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1086"," ","R3","7 JOSEPH LANE                            ","            ","10305","1","0","1","0","0","1977","1","R3","300000","09-01-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1121"," ","R3","51 CLARADON LANE                         ","            ","10305","1","0","1","0","0","1977","1","R3","490000","09-28-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1135"," ","R3","290 GRASMERE DRIVE                       ","            ","10305","1","0","1","0","0","1977","1","R3","0","02-25-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1148"," ","R3","320 GRASMERE DRIVE                       ","            ","10305","1","0","1","0","0","1977","1","R3","452000","10-08-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1167"," ","R3","305 HILLBROOK DRIVE                      ","            ","10305","1","0","1","0","0","1977","1","R3","385000","08-06-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1170"," ","R3","78 CLARADON LANE                         ","            ","10305","1","0","1","0","0","1977","1","R3","499900","07-08-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1200"," ","R3","95 DOGWOOD LANE                          ","            ","10305","1","0","1","0","0","1977","1","R3","400000","10-26-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1204"," ","R3","87 DOGWOOD LANE                          ","            ","10305","1","0","1","0","0","1977","1","R3","549000","10-09-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1215"," ","R3","104 DOGWOOD LANE                         ","            ","10305","1","0","1","0","0","1977","1","R3","385320","04-28-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1222"," ","R3","391 FINGERBOARD ROAD                     ","            ","10305","1","0","1","0","0","1977","1","R3","530000","12-17-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1227"," ","R3","381 FINGERBOARD ROAD                     ","            ","10305","1","0","1","0","0","1977","1","R3","0","12-16-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1242"," ","R3","92 DOGWOOD LANE                          ","            ","10305","1","0","1","0","0","1977","1","R3","0","04-14-16"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1275"," ","R3","46 NARROWS ROAD SOUTH                    ","            ","10305","1","0","1","0","0","1977","1","R3","0","12-25-15"
"5","ROSEBANK                 ","04  TAX CLASS 1 CONDOS                      ","1A","3024","1275"," ","R3","46 NARROWS ROAD SOUTH                    ","            ","10305","1","0","1","0","0","1977","1","R3","450000","08-13-15"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2846","93"," ","V0","15-17 BUTLER PLACE                       ","            ","10305","0","0","0","7500","0","0","1","V0","310000","02-05-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2847","100"," ","V0","VIRGINIA AVENUE                          ","            ","0","0","0","0","2475","0","0","1","V0","0","02-01-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2847","100"," ","V0","N/A VIRGINIA AVENUE                      ","            ","10305","0","0","0","2475","0","0","1","V0","0","01-07-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2847","180"," ","V0","VIRGINIA AVENUE                          ","            ","0","0","0","0","6700","0","0","1","V0","70000","05-04-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2855","26"," ","V0","N/A HYLAN BOULEVARD                      ","            ","10305","0","0","0","3025","0","0","1","V0","0","12-09-15"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2859","100"," ","V0","N/A WINGHAM STREET                       ","            ","10305","0","0","0","2500","0","0","1","V0","0","04-13-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2859","101"," ","V0","N/A WINGHAM STREET                       ","            ","10305","0","0","0","2500","0","0","1","V0","0","04-13-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2866","64"," ","V0","EGBERT PLACE                             ","            ","10305","0","0","0","8340","0","0","1","V0","390000","02-02-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2965","22"," ","V0","203 CHESTNUT AVENUE                      ","            ","10305","0","0","0","5450","0","0","1","V0","115000","03-01-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","2992","1"," ","V0","VIRGINIA AVENUE                          ","            ","0","0","0","0","7574","0","0","1","V0","185000","04-01-16"
"5","ROSEBANK                 ","05  TAX CLASS 1 VACANT LAND                 ","1B","3006","14"," ","V0","WAGNER STREET                            ","            ","0","0","0","0","4000","0","0","1","V0","0","01-07-16"
"5","ROSEBANK                 ","06  TAX CLASS 1 - OTHER                     ","1","2845","13"," ","G0","15A ORMOND PLACE                         ","            ","10305","1","0","1","2500","0","1931","1","G0","0","10-27-15"
"5","ROSEBANK                 ","07  RENTALS - WALKUP APARTMENTS             ","2A","2846","250"," ","C5","97 ST MARYS AVENUE                       ","            ","10305","5","1","6","6750","4380","1931","2","C5","0","01-28-16"
"5","ROSEBANK                 ","07  RENTALS - WALKUP APARTMENTS             ","2A","2846","250"," ","C5","97 ST MARYS AVENUE                       ","            ","10305","5","1","6","6750","4380","1931","2","C5","770000","11-06-15"
"5","ROSEBANK                 ","07  RENTALS - WALKUP APARTMENTS             ","2A","2860","45"," ","C2","1288 BAY STREET                          ","            ","10305","6","0","6","15694","4500","1930","2","C2","850500","01-05-16"
"5","ROSEBANK                 ","09  COOPS - WALKUP APARTMENTS               ","2","2986","12"," ","C6","394 MARYLAND AVENUE, 2C                  ","            ","10305","0","0","0","0","0","1974","2","C6","150000","07-24-15"
"5","ROSEBANK                 ","09  COOPS - WALKUP APARTMENTS               ","2","2986","12"," ","C6","394 MARYLAND AVENUE, D3                  ","            ","10305","0","0","0","0","0","1974","2","C6","242000","09-04-15"
"5","ROSEBANK                 ","09  COOPS - WALKUP APARTMENTS               ","2","2986","12"," ","C6","414 MARYLAND AVENUE, 2B                  ","            ","10305","0","0","0","0","0","1974","2","C6","154950","10-13-15"
"5","ROSEBANK                 ","09  COOPS - WALKUP APARTMENTS               ","2","2986","12"," ","C6","394 MARYLAND AVENUE, 1D                  ","            ","10305","0","0","0","0","0","1974","2","C6","241000","12-23-15"
"5","ROSEBANK                 ","09  COOPS - WALKUP APARTMENTS               ","2","2986","12"," ","C6","422 MARYLAND AVENUE, 2D                  ","            ","10305","0","0","0","0","0","1974","2","C6","140000","02-05-16"
"5","ROSEBANK                 ","09  COOPS - WALKUP APARTMENTS               ","2","2986","12"," ","C6","424 MARYLAND AVENUE, 3D                  ","            ","10305","0","0","0","0","0","1974","2","C6","155000","04-13-16"
"5","ROSEBANK                 ","09  COOPS - WALKUP APARTMENTS               ","2","2986","12"," ","C6","404 MARYLAND AVENUE, 3A                  ","            ","10305","0","0","0","0","0","1974","2","C6","155000","04-15-16"
