"Bronx Rolling Sales File.  All Sales From July 2015 - June 2016.",,,,,,,,,,,,,,,,,,,,
"Sales File as of 6/30/2016  Co-op Sales Files as of 7/2/2016",,,,,,,,,,,,,,,,,,,,
"Neighborhood Names and Descriptive Data as of 5/26/2016",,,,,,,,,,,,,,,,,,,,
"Building Class Category is based on Building Class at Time of Sale.",,,,,,,,,,,,,,,,,,,,
"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AT PRESENT","BLOCK","LOT","EASE-MENT","BUILDING CLASS AT PRESENT","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2223"," ","R4","1950 EAST TREMONT                        ","6E          ","10462","1","0","1","0","0","0","2","R4","0","07-09-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2231"," ","R4","1960 EAST TREMONT                        ","6E          ","10462","1","0","1","0","0","0","2","R4","135000","05-20-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2266"," ","R4","1970 EAST TREMONT AVENUE                 ","7H          ","10462","1","0","1","0","0","0","2","R4","0","04-27-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2278"," ","R4","1970 EAST TREMONT AVE                    ","9D          ","10462","1","0","1","0","0","0","2","R4","133000","02-29-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2289"," ","R4","1970 EAST TREMONT AVENUE                 ","10G         ","10462","1","0","1","0","0","0","2","R4","90000","09-15-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2314"," ","R4","1501 METROPOLITAN AVENUE                 ","MA          ","10462","1","0","1","0","0","0","2","R4","93000","12-03-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2377"," ","R4","1501 METROPOLITAN AVENUE                 ","2E          ","10462","1","0","1","0","0","0","2","R4","73000","02-22-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2391"," ","R4","1507 METROPOLITAN AVENUE                 ","2C          ","10462","1","0","1","0","0","0","2","R4","0","03-11-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2396"," ","R4","1507 METROPOLITAN AVENUE                 ","2H          ","10462","1","0","1","0","0","0","2","R4","129500","10-16-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2541"," ","R4","1505 METROPOLITAN AVENUE                 ","7A          ","10462","1","0","1","0","0","0","2","R4","67000","05-24-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2587"," ","R4","1501 METROPOLITAN AVENUE                 ","9G          ","10462","1","0","1","0","0","0","2","R4","87000","09-11-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2599"," ","R4","1501 METROPOLITAN AVENUE                 ","10C         ","10462","1","0","1","0","0","0","2","R4","130000","04-14-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2617"," ","R4","1501 METROPOLITAN AVENUE                 ","11E         ","10462","1","0","1","0","0","0","2","R4","120000","05-11-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2654"," ","R4","2130 EAST TREMONT AVE                    ","MG          ","10462","1","0","1","0","0","0","2","R4","205000","09-15-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2667"," ","R4","2100 EAST TREMONT AVENUE                 ","MD          ","10462","1","0","1","0","0","0","2","R4","1683428","10-28-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2693"," ","R4","2120 EAST TREMONT                        ","1F          ","10462","1","0","1","0","0","0","2","R4","110000","05-31-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2777"," ","R4","2130 EAST TREMONT AVE                    ","4B          ","10462","1","0","1","0","0","0","2","R4","82000","07-22-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2796"," ","R4","2100 EAST TREMONT AVENUE                 ","4E          ","10462","1","0","1","0","0","0","2","R4","10","02-27-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2858"," ","R4","2100 EAST TREMONT AVE                    ","6C          ","10462","1","0","1","0","0","0","2","R4","110000","05-19-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2891"," ","R4","2100 EAST TREMONT AVENUE                 ","7D          ","10462","1","0","1","0","0","0","2","R4","70000","09-25-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2909"," ","R4","2090 EAST TREMONT AVENUE                 ","8F          ","10462","1","0","1","0","0","0","2","R4","173599","08-24-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","2910"," ","R4","2090 EAST TREMONT AVENUE                 ","8G          ","10462","1","0","1","0","0","0","2","R4","0","05-26-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3025"," ","R4","2140 E TREMONT AVE                       ","3E          ","10462","1","0","1","0","0","0","2","R4","121200","08-27-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3048"," ","R4","2140 EAST TREMONT AVE                    ","4D          ","10462","1","0","1","0","0","0","2","R4","85000","12-17-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3062"," ","R4","2160 EAST TREMONT AVENUE                 ","4B          ","10462","1","0","1","0","0","0","2","R4","143000","05-19-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3062"," ","R4","2160 EAST TREMONT AVENUE                 ","4B          ","10462","1","0","1","0","0","0","2","R4","105000","04-27-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3120"," ","R4","2140 EAST TREMONT AVENUE                 ","7D          ","10462","1","0","1","0","0","0","2","R4","113000","12-14-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3217"," ","R4","2240 EAST TREMONT AVENUE                 ","2H          ","10462","1","0","1","0","0","0","2","R4","0","12-04-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3230"," ","R4","2220 EAST TREMONT AVENUE                 ","3E          ","10462","1","0","1","0","0","0","2","R4","74875","05-26-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3237"," ","R4","2240 EAST TREMONT AVENUE                 ","3D          ","10462","1","0","1","0","0","0","2","R4","173000","11-19-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3291"," ","R4","2200 EAST TREMONT AVENUE                 ","6B          ","10462","1","0","1","0","0","0","2","R4","86000","10-16-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3374"," ","R4","1725 PURDY STREET                        ","1E          ","10462","1","0","1","0","0","0","2","R4","93000","03-18-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3380"," ","R4","1705 PURDY STREET                        ","1C          ","10462","1","0","1","0","0","0","2","R4","0","05-04-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3380"," ","R4","1705 PURDY STREET                        ","1C          ","10462","1","0","1","0","0","0","2","R4","150000","12-11-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3443"," ","R4","1725 PURDY STREET                        ","4B          ","10462","1","0","1","0","0","0","2","R4","125000","03-09-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3456"," ","R4","1705 PURDY STREET                        ","4G          ","10462","1","0","1","0","0","0","2","R4","120000","05-26-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3489"," ","R4","1735 PURDY STREET                        ","6H          ","10462","1","0","1","0","0","0","2","R4","122000","04-28-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3542"," ","R4","1705 PURDY STREET                        ","9E          ","10462","1","0","1","0","0","0","2","R4","75000","01-12-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3549"," ","R4","1705 PURDY STREET                        ","10D         ","10462","1","0","1","0","0","0","2","R4","0","10-28-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3556"," ","R4","1705 PURDY STREET                        ","11C         ","10462","1","0","1","0","0","0","2","R4","177500","11-24-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3596"," ","R4","1601 METROPOLITAN AVENUE                 ","MG          ","10462","1","0","1","0","0","0","2","R4","0","10-29-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3597"," ","R4","1601 METROPOLITAN AVE                    ","MH          ","10462","1","0","1","0","0","0","2","R4","78000","04-13-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3637"," ","R4","1651 METROPOLITAN AVENUE                 ","1H          ","10462","1","0","1","0","0","0","2","R4","95000","05-05-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3690"," ","R4","1641 METROPOLITAN AVENUE                 ","3E          ","10462","1","0","1","0","0","0","2","R4","92500","07-28-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3781"," ","R4","1605 METROPOLITAN AVENUE                 ","5H          ","10462","1","0","1","0","0","0","2","R4","100000","04-01-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3809"," ","R4","1641 METROPOLITAN AVENUE                 ","6D          ","10462","1","0","1","0","0","0","2","R4","115000","09-17-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","3901"," ","R4","1605 METROPOLITAN AVENUE                 ","10H         ","10462","1","0","1","0","0","0","2","R4","0","10-28-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4003"," ","R4","1595 METROPOLITAN AVENUE                 ","5A          ","10462","1","0","1","0","0","0","2","R4","0","03-03-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4053"," ","R4","1591 METROPOLITAN AVE                    ","7I          ","10462","1","0","1","0","0","0","2","R4","147000","03-08-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4053"," ","R4","1591 METROPOLITAN AVE                    ","7I          ","10462","1","0","1","0","0","0","2","R4","0","03-08-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4056"," ","R4","1561 METROPOLITAN AVE                    ","TB          ","10462","1","0","1","0","0","0","2","R4","0","08-18-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4067"," ","R4","1569 METROPOLITAN AVENUE                 ","1D          ","10462","1","0","1","0","0","0","2","R4","103000","06-06-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4148"," ","R4","1563 METROPOLITAN AVE                    ","2F          ","10462","1","0","1","0","0","0","2","R4","143000","11-11-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4159"," ","R4","1569 METROPOLITAN AVENUE                 ","4A          ","10462","1","0","1","0","0","0","2","R4","120000","04-14-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4160"," ","R4","1569 METROPOLITAN AVENUE                 ","4B          ","10462","1","0","1","0","0","0","2","R4","90000","12-23-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4197"," ","R4","1569 METROPOLITAN AVENUE                 ","5F          ","10462","1","0","1","0","0","0","2","R4","0","09-08-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4261"," ","R4","1569 METROPOLITAN AVENUE                 ","7D          ","10462","1","0","1","0","0","0","2","R4","103000","06-06-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4265"," ","R4","1569 METROPOLITAN AVENUE                 ","7H          ","10462","1","0","1","0","0","0","2","R4","200000","05-18-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4282"," ","R4","1563 METROPOLITAN AVENUE                 ","6H          ","10462","1","0","1","0","0","0","2","R4","115000","11-17-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4289"," ","R4","1579 METROPOLITAN AVENUE                 ","7G          ","10462","1","0","1","0","0","0","2","R4","120000","08-26-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4305"," ","R4","1561 METROPOLITAN AVE                    ","7F          ","10462","1","0","1","0","0","0","2","R4","118000","06-01-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4305"," ","R4","1561 METROPOLITAN AVENUE                 ","7F          ","10462","1","0","1","0","0","0","2","R4","500","03-31-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4305"," ","R4","1561 METROPOLITAN AVENUE                 ","7F          ","10462","1","0","1","0","0","0","2","R4","500","09-28-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4313"," ","R4","1563 METROPOLITAN AVENUE                 ","7F          ","10462","1","0","1","0","0","0","2","R4","146400","01-25-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4342"," ","R4","1579 METROPOLITAN AVENUE                 ","11C         ","10462","1","0","1","0","0","0","2","R4","110000","01-27-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4396"," ","R4","1515 METROPOLITAN AVENUE                 ","1B          ","10462","1","0","1","0","0","0","2","R4","128000","01-04-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4400"," ","R4","1515 METROPOLITAN AVENUE                 ","1F          ","10462","1","0","1","0","0","0","2","R4","130000","11-25-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4400"," ","R4","1515 METROPOLITAN AVENUE                 ","1F          ","10462","1","0","1","0","0","0","2","R4","106000","09-21-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4412"," ","R4","1527 METROPOLITAN AVENUE                 ","2B          ","10462","1","0","1","0","0","0","2","R4","77100","01-15-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4417"," ","R4","1527 METROPOLITAN AVENUE                 ","2G          ","10462","1","0","1","0","0","0","2","R4","150000","01-22-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4460"," ","R4","1519 METROPOLITAN AVENUE                 ","3H          ","10462","1","0","1","0","0","0","2","R4","0","11-14-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4492"," ","R4","1519 METROPOLITAN AVENUE                 ","4G          ","10462","1","0","1","0","0","0","2","R4","103000","06-06-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4512"," ","R4","1527 METROPOLITAN AVENUE                 ","5C          ","10462","1","0","1","0","0","0","2","R4","85000","07-30-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4562"," ","R4","1515 METROPOLITAN AVENUE                 ","6C          ","10462","1","0","1","0","0","0","2","R4","103000","06-06-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4572"," ","R4","1541 METROPOLITAN AVE                    ","6E          ","10462","1","0","1","0","0","0","2","R4","109000","03-24-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4651"," ","R4","1541 METROPOLITAN AVENUE                 ","12B         ","10462","1","0","1","0","0","0","2","R4","145000","10-01-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4671"," ","R4","11 METROPOLITAN OVAL                     ","MF          ","10462","1","0","1","0","0","0","2","R4","115000","08-14-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4680"," ","R4","9 METROPOLITAN OVAL                      ","MG          ","10462","1","0","1","0","0","0","2","R4","76000","07-16-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4695"," ","R4","11 METROPOLITAN OVAL                     ","1F          ","10462","1","0","1","0","0","0","2","R4","95000","04-14-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4761"," ","R4","7 METROPOLITAN OVAL                      ","3H          ","10462","1","0","1","0","0","0","2","R4","106000","02-18-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4774"," ","R4","9 METROPOLITAN OVAL                      ","4E          ","10462","1","0","1","0","0","0","2","R4","117500","05-16-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4787"," ","R4","11 METROPOLITAN OVAL                     ","5B          ","10462","1","0","1","0","0","0","2","R4","159000","12-07-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4828"," ","R4","7 METROPOLITAN OVAL                      ","6C          ","10462","1","0","1","0","0","0","2","R4","10","09-29-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3944","4835"," ","R4","11 METROPOLITAN OVAL                     ","7B          ","10462","1","0","1","0","0","0","2","R4","140000","03-16-16"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3962","1020"," ","R4","1718 PURDY STREET                        ","1D          ","10462","1","0","1","0","0","0","2","R4","0","10-28-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3962","1029"," ","R4","1722 PURDY STREET                        ","1E          ","10462","1","0","1","0","0","0","2","R4","0","11-19-15"
"2","PARKCHESTER              ","13  CONDOS - ELEVATOR APARTMENTS            ","2","3962","1088"," ","R4","1718 PURDY STREET                        ","5H          ","10462","1","0","1","0","0","0","2","R4","138000","11-19-15"
"2","PARKCHESTER              ","14  RENTALS - 4-10 UNIT                     ","2A","3916","37"," ","S3","1461 BEACH AVENUE                        ","            ","10460","3","1","4","1527","3612","1924","2","S3","493851","05-03-16"
"2","PARKCHESTER              ","14  RENTALS - 4-10 UNIT                     ","2A","4021","28"," ","S4","593 VAN NEST AVENUE                      ","            ","10460","4","1","5","2375","4125","1901","2","S4","600000","09-29-15"
"2","PARKCHESTER              ","14  RENTALS - 4-10 UNIT                     ","2A","4030","8"," ","S3","642 MORRIS PARK AVENUE                   ","            ","10460","3","1","4","2948","3375","1924","2","S3","495000","03-31-16"
"2","PARKCHESTER              ","18  TAX CLASS 3 - UNTILITY PROPERTIES       ","3","4025","27"," ","U6","WHITE PLAINS ROAD                        ","            ","0","0","0","0","0","0","0","3","U6","750000","02-24-16"
"2","PARKCHESTER              ","22  STORE BUILDINGS                         ","4","4024","48"," ","K9","1616 TAYLOR AVE                          ","            ","10460","0","1","1","2375","1750","1921","4","K9","110000","10-22-15"
"2","PARKCHESTER              ","29  COMMERCIAL GARAGES                      ","4","3916","38"," ","G1","N/A MERRILL STREET                       ","            ","10460","0","1","1","1236","577","1924","4","G1","0","05-03-16"
"2","PARKCHESTER              ","29  COMMERCIAL GARAGES                      ","4","3924","1"," ","G2","1800 EAST TREMONT                        ","            ","10460","0","1","1","1500","1080","1930","4","G2","650000","10-15-15"
"2","PARKCHESTER              ","31  COMMERCIAL VACANT LAND                  ","4","3935","39"," ","V1","1364 PURDY STREET                        ","            ","10462","0","0","0","4900","0","0","4","V1","650000","03-07-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4394","20"," ","A1","2392 WOODHULL AVENUE                     ","            ","10469","1","0","1","5000","1739","1945","1","A1","0","07-01-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4394","32"," ","A5","2331 MICKLE AVENUE                       ","            ","10469","1","0","1","2500","1863","1945","1","A5","410000","04-07-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4398","11"," ","A5","2324 MICKLE AVENUE                       ","            ","10469","1","0","1","2500","1672","1955","1","A5","495000","03-21-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4401","46"," ","A2","2219 LODOVICK AVE                        ","            ","10469","1","0","1","5000","1546","1975","1","A2","0","02-12-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4402","3"," ","A3","1715 STILLWELL AVENUE                    ","            ","10469","1","0","1","6534","2712","1955","1","A3","0","12-04-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4405","51"," ","A2","2325 GUNTHER AVENUE                      ","            ","10469","1","0","1","5000","2619","1960","1","A2","0","07-09-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4405","56"," ","A1","2311 GUNTHER AVENUE                      ","            ","10469","1","0","1","5408","2931","1955","1","A1","688000","07-07-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4417","12"," ","A5","2321 VANCE STREET                        ","            ","10469","1","0","1","2800","780","1950","1","A5","400000","12-30-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4478","39"," ","A1","1516 MACE AVENUE                         ","            ","10469","1","0","1","3100","1956","1932","1","A1","500000","09-18-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4481","46"," ","A5","1517 FIELDING STREET                     ","            ","10469","1","0","1","2248","1480","1940","1","A5","391000","08-21-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4482","9"," ","A5","2506 WOODHULL AVENUE                     ","            ","10469","1","0","1","2500","1360","1940","1","A5","390000","10-19-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4482","23"," ","A5","2534 WOODHULL AVENUE                     ","            ","10469","1","0","1","2500","1360","1940","1","A5","0","03-09-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4482","53"," ","A5","2557 MICKLE AVENUE                       ","            ","10469","1","0","1","2000","1360","1940","1","A5","414000","10-30-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4482","54"," ","A5","2555 MICKLE AVENUE                       ","            ","10469","1","0","1","2000","1360","1940","1","A5","380000","01-29-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4482","62"," ","A5","2539 MICKLE AVENUE                       ","            ","10469","1","0","1","2000","1360","1940","1","A5","0","12-31-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4483","3"," ","A1","1589 WARING AVENUE                       ","            ","10469","1","0","1","3000","1860","1930","1","A1","509000","11-18-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4485","4"," ","A9","1633 WARING AVENUE                       ","            ","10469","1","0","1","2250","2160","1960","1","A9","487000","11-30-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4485","55"," ","A9","2413 TIEMANN AVENUE                      ","            ","10469","1","0","1","2500","1944","1950","1","A9","505000","09-23-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4486","59"," ","A5","2557 WESTERVELT AVENUE                   ","            ","10469","1","0","1","2000","1400","1931","1","A5","368400","05-27-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4486","62"," ","A5","2551 WESTERVELT AVENUE                   ","            ","10469","1","0","1","2000","2100","1931","1","A5","0","09-29-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4486","82"," ","A5","2511 WESTERVELT AVENUE                   ","            ","10469","1","0","1","2000","1400","1931","1","A5","410000","01-13-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4486","83"," ","A5","2509 WESTERVELT AVE.                     ","            ","10469","1","0","1","2000","1400","1931","1","A5","410000","10-29-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4486","86"," ","A5","2503 WESTERVELT AVENUE                   ","            ","10469","1","0","1","2000","1400","1931","1","A5","447200","04-05-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4489","12"," ","A5","2414 TIEMANN AVENUE                      ","            ","10469","1","0","1","2492","1728","1965","1","A5","420000","08-10-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4492","16"," ","A9","2522 TIEMANN AVENUE                      ","            ","10469","1","0","1","2500","1944","1965","1","A9","602460","03-07-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4492","32"," ","A5","2558 TIEMANN AVENUE                      ","            ","10469","1","0","1","2600","1890","1950","1","A5","437500","10-23-15"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4495","24"," ","A5","2464 WICKHAM AVENUE                      ","            ","10469","1","0","1","3308","1900","1987","1","A5","500000","01-11-16"
"2","PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1","4495","40"," ","A5","2465 DELANOY AVENUE                      ","            ","10469","1","0","1","3308","1900","1987","1","A5","500000","05-19-16"
"2","PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1","4390","17"," ","B9","2226 EASTCHESTER ROAD                    ","            ","10469","2","0","2","3567","2736","1955","1","B9","595000","01-15-16"
"2","PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1","4396","32"," ","B1","2231 KINGSLAND AVENUE                    ","            ","10469","2","0","2","5000","2450","1940","1","B1","0","09-19-15"
"2","PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1","4399","22"," ","B1","2344 WESTERVELT AVENUE                   ","            ","10469","2","0","2","3700","3245","1955","1","B1","0","11-18-15"
"2","PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1","4399","23"," ","B1","2348 WESTERVELT AVENUE                   ","            ","10469","2","0","2","3700","2926","1955","1","B1","0","11-18-15"
"2","PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1","4416","13"," ","B2","2356 BRUNER AVENUE                       ","            ","10469","2","0","2","4347","2550","1999","1","B2","0","12-11-15"
"2","PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1","4479","20"," ","B3","2430 WOODHULL AVENUE                     ","            ","10469","2","0","2","2500","1617","1955","1","B3","415000","12-04-15"
